store_id,sku_id,category,supplier_id,lead_time_days,case_size,forecast_week,mean_daily,std_daily,safety_stock,reorder_point,current_stock,required_units,required_cases,order_volume_m3,needs_refrigeration,shelf_life_days,label
S04,K05,fresh_produce,SUP1,2,6,72.75,10.392857142857142,4.343325628660954,10.1349435162607,30.920657801974983,20.785714285714285,62.09922923054642,11,0.726,0,7,naive
S04,K06,dairy,SUP2,2,12,299.5,42.785714285714285,11.988563444241436,27.974741876757296,113.54617044818586,85.57142857142857,241.90331330532877,21,0.30239999999999995,1,10,naive
S04,K07,dairy,SUP2,2,12,254.25,36.32142857142857,9.662406167214554,22.54676464727323,95.18962179013036,72.64285714285714,204.15390750441608,18,0.1728,1,12,naive
S04,K08,dairy,SUP2,2,12,252.25,36.035714285714285,10.048342196643185,23.447327992866775,95.51875656429534,72.07142857142857,203.62589942143825,17,0.10200000000000001,1,14,naive
S04,K09,dairy,SUP2,2,12,151.0,21.571428571428573,5.71296121558356,13.330922933443093,56.47378007630024,43.142857142857146,121.18806579058597,11,0.0528,1,14,naive
S04,K10,dairy,SUP2,2,12,232.25,33.17857142857143,8.398743348170502,19.598067637291344,85.9552104944342,66.35714285714286,185.49092478014848,16,0.096,1,7,naive
S04,K11,deli,SUP3,1,10,70.75,10.107142857142858,3.737939183292512,6.167599652432645,16.274742509575503,20.214285714285715,56.70331393814693,6,0.036,1,5,naive
S04,K12,deli,SUP3,1,8,110.25,15.75,5.312633175312023,8.765844739264837,24.515844739264836,31.5,87.51584473926484,11,0.132,1,6,naive
S04,K13,deli,SUP3,1,10,97.5,13.928571428571429,4.431716936001846,7.312332944403045,21.240904372974473,27.857142857142858,76.95519008726018,8,0.064,1,7,naive
S04,K14,packaged_food,SUP4,3,20,206.25,29.464285714285715,6.304749153316043,18.018240673158406,106.41109781601554,58.92857142857143,165.33966924458696,9,0.36,0,240,naive
S04,K15,packaged_food,SUP4,3,10,157.25,22.464285714285715,5.281066293703311,15.092673979075434,82.48553112193257,44.92857142857143,127.41410255050401,13,0.41600000000000004,0,365,naive
S04,K16,packaged_food,SUP4,3,20,126.75,18.107142857142858,4.199790206803211,12.00251253186705,66.32394110329562,36.214285714285715,102.53822681758132,6,0.096,0,300,naive
S04,K17,packaged_food,SUP4,3,24,166.0,23.714285714285715,5.626907937777717,16.081049222276974,87.22390636513411,47.42857142857143,134.65247779370554,6,0.043199999999999995,0,720,naive
S04,K18,packaged_food,SUP4,3,12,107.0,15.285714285714286,3.608492331206018,10.312651893012948,56.16979475015581,30.571428571428573,86.74122332158437,8,0.2688,0,240,naive
S04,K19,packaged_food,SUP4,3,24,212.5,30.357142857142858,6.656275231870898,19.02286136975846,110.09428994118703,60.714285714285715,170.80857565547274,8,0.038400000000000004,0,180,naive
S04,K20,packaged_food,SUP4,3,16,182.0,26.0,5.845198486003239,16.704898250835775,94.70489825083578,52.0,146.70489825083578,10,0.16,0,180,naive
S04,K21,beverages,SUP5,2,24,329.25,47.035714285714285,16.155145826698302,37.697263444882545,131.76869201631112,94.07142857142857,272.875834873454,12,0.17279999999999998,0,200,naive
S04,K22,beverages,SUP5,2,12,233.5,33.357142857142854,9.920990844766449,23.150159677999234,89.86444539228495,66.71428571428571,189.9358739637135,16,0.2304,0,180,naive
S04,K23,beverages,SUP5,2,24,375.75,53.67857142857143,17.704072064166297,41.311609056918115,148.66875191406098,107.35714285714286,309.7044661997752,13,0.18719999999999998,0,200,naive
S04,K24,beverages,SUP5,2,6,354.75,50.67857142857143,18.0041001441474,42.01171029359148,143.36885315073434,101.35714285714286,295.4045674364486,40,0.528,0,365,naive
S04,K25,beverages,SUP5,2,24,333.25,47.607142857142854,15.473499115834262,36.1066733065185,131.3209590208042,95.21428571428571,274.14238759223275,12,0.11520000000000001,0,180,naive
S05,K01,fresh_produce,SUP1,2,6,126.75,18.107142857142858,7.04365679719871,16.436037702644757,52.650323416930476,36.214285714285715,106.97175198835905,18,0.864,0,5,naive
S05,K02,fresh_produce,SUP1,2,6,94.0,13.428571428571429,5.363649987809088,12.515821818360132,39.37296467550299,26.857142857142858,79.65867896121728,14,1.008,0,4,naive
S05,K03,fresh_produce,SUP1,2,8,132.75,18.964285714285715,7.595166805699302,17.72296004342472,55.65153147199615,37.92857142857143,112.5443886148533,15,1.2,0,6,naive
S05,K04,fresh_produce,SUP1,2,6,116.0,16.571428571428573,6.854963161581076,15.995730089915249,49.138587232772394,33.142857142857146,98.8528729470581,17,0.612,0,3,naive
S05,K05,fresh_produce,SUP1,2,6,68.75,9.821428571428571,3.7379846782555752,8.722409236087577,28.365266378944717,19.642857142857142,57.82955209323043,10,0.6599999999999999,0,7,naive
S05,K06,dairy,SUP2,2,12,303.0,43.285714285714285,10.257328466380832,23.934987500937797,110.50641607236636,86.57142857142857,240.36355892950922,21,0.30239999999999995,1,10,naive
S05,K07,dairy,SUP2,2,12,230.75,32.964285714285715,8.660648280872621,20.209210325292933,86.13778175386436,65.92857142857143,185.03063889672148,16,0.15360000000000001,1,12,naive
S05,K08,dairy,SUP2,2,12,213.25,30.464285714285715,8.289038827525022,19.342077362723057,80.27064879129449,60.92857142857143,171.6635059341516,15,0.09,1,14,naive
S05,K09,dairy,SUP2,2,12,129.0,18.428571428571427,4.932061882982951,11.508731528873493,48.365874386016344,36.857142857142854,103.65158867173062,9,0.0432,1,14,naive
S05,K10,dairy,SUP2,2,12,218.75,31.25,7.681176449854207,17.92365945210166,80.42365945210166,62.5,174.17365945210167,15,0.09,1,7,naive
S05,K11,deli,SUP3,1,10,65.5,9.357142857142858,3.4050708354237975,5.618366878449265,14.975509735592123,18.714285714285715,52.40408116416355,6,0.036,1,5,naive
S05,K12,deli,SUP3,1,8,94.75,13.535714285714286,4.718066336125743,7.784809454607475,21.32052374032176,27.071428571428573,75.4633808831789,10,0.12,1,6,naive
S05,K13,deli,SUP3,1,10,86.5,12.357142857142858,4.094924047396153,6.756624678203651,19.113767535346508,24.714285714285715,68.54233896391793,7,0.056,1,7,naive
S05,K14,packaged_food,SUP4,3,20,180.75,25.821428571428573,5.476482595897253,15.651151069720218,93.11543678400594,51.642857142857146,144.75829392686308,8,0.32,0,240,naive
S05,K15,packaged_food,SUP4,3,10,133.25,19.035714285714285,4.502641133431149,12.868025298731238,69.97516815587409,38.07142857142857,108.04659672730266,11,0.35200000000000004,0,365,naive
S05,K16,packaged_food,SUP4,3,20,117.25,16.75,3.5529713253736523,10.153979308081121,60.40397930808112,33.5,93.90397930808112,5,0.08,0,300,naive
S05,K17,packaged_food,SUP4,3,24,151.5,21.642857142857142,4.560836222833056,13.03434010386318,77.96291153243462,43.285714285714285,121.2486258181489,6,0.043199999999999995,0,720,naive
S05,K18,packaged_food,SUP4,3,12,93.75,13.392857142857142,3.117490319066188,8.909425180799133,49.08799660937056,26.785714285714285,75.87371089508486,7,0.2352,0,240,naive
S05,K19,packaged_food,SUP4,3,24,174.5,24.928571428571427,6.060757450871202,17.320940731479915,92.10665501719419,49.857142857142854,141.96379787433705,6,0.028800000000000003,0,180,naive
S05,K20,packaged_food,SUP4,3,16,161.75,23.107142857142858,5.031494286759176,14.379426175388046,83.70085474681662,46.214285714285715,129.9151404611023,9,0.14400000000000002,0,180,naive
S05,K21,beverages,SUP5,2,24,283.25,40.464285714285715,13.978874332303148,32.61903755129622,113.54760897986765,80.92857142857143,234.94046612272479,10,0.144,0,200,naive
S05,K22,beverages,SUP5,2,12,203.75,29.107142857142858,8.6363217476437,20.152445518483464,78.36673123276918,58.214285714285715,165.68815980419774,14,0.20159999999999997,0,180,naive
S05,K23,beverages,SUP5,2,24,334.25,47.75,16.44503526438747,38.37370664259095,133.87370664259095,95.5,277.12370664259095,12,0.17279999999999998,0,200,naive
S05,K24,beverages,SUP5,2,6,315.0,45.0,15.911035952231105,37.12764467783438,127.12764467783438,90.0,262.1276446778344,40,0.528,0,365,naive
S05,K25,beverages,SUP5,2,24,293.25,41.892857142857146,14.403333566013696,33.609492959526335,117.39520724524063,83.78571428571429,243.07377867381206,11,0.1056,0,180,naive
S06,K01,fresh_produce,SUP1,2,6,107.0,15.285714285714286,6.712313427523844,15.66286372877037,46.234292300198945,30.571428571428573,92.0914351573418,16,0.768,0,5,naive
S06,K02,fresh_produce,SUP1,2,6,95.0,13.571428571428571,5.03534232988453,11.74973153328817,38.89258867614531,27.142857142857142,79.60687439043103,14,1.008,0,4,naive
S06,K03,fresh_produce,SUP1,2,8,124.75,17.821428571428573,7.155540560681688,16.69711313659426,52.33997027945141,35.642857142857146,105.80425599373712,14,1.12,0,6,naive
S06,K04,fresh_produce,SUP1,2,6,103.5,14.785714285714286,6.29410368603151,14.686991213017611,44.25841978444618,29.571428571428573,88.61556264158904,15,0.54,0,3,naive
S06,K05,fresh_produce,SUP1,2,6,63.75,9.107142857142858,3.3675352285061697,7.857983086672299,26.072268800958014,18.214285714285715,53.39369737238659,9,0.594,0,7,naive
S06,K06,dairy,SUP2,2,12,269.75,38.535714285714285,9.51121866695628,22.19397581528444,99.26540438671302,77.07142857142857,214.87254724385588,18,0.2592,1,10,naive
S06,K07,dairy,SUP2,2,12,208.75,29.821428571428573,7.575725408251335,17.67759446831976,77.3204516111769,59.642857142857146,166.78473732546263,14,0.13440000000000002,1,12,naive
S06,K08,dairy,SUP2,2,12,211.75,30.25,7.734529805524734,18.04815696676083,78.54815696676083,60.5,169.2981569667608,15,0.09,1,14,naive
S06,K09,dairy,SUP2,2,12,126.75,18.107142857142858,4.5536177008807055,10.625650052238681,46.8399357665244,36.214285714285715,101.16136433795296,9,0.0432,1,14,naive
S06,K10,dairy,SUP2,2,12,186.75,26.678571428571427,7.343085009556911,17.134739176787022,70.49188203392987,53.357142857142854,150.52759631964418,13,0.078,1,7,naive
S06,K11,deli,SUP3,1,10,59.75,8.535714285714286,3.0115486354501897,4.969055248492813,13.5047695342071,17.071428571428573,47.64762667706424,5,0.03,1,5,naive
S06,K12,deli,SUP3,1,8,86.75,12.392857142857142,4.50299355699214,7.429939369037031,19.822796511894175,24.785714285714285,69.39422508332274,9,0.108,1,6,naive
S06,K13,deli,SUP3,1,10,74.75,10.678571428571429,3.796913365102165,6.264907052418572,16.943478480990002,21.357142857142858,59.65776419527572,6,0.048,1,7,naive
S06,K14,packaged_food,SUP4,3,20,171.5,24.5,5.199774539394672,14.860351588722136,88.36035158872214,49.0,137.36035158872212,7,0.28,0,240,naive
S06,K15,packaged_food,SUP4,3,10,126.5,18.071428571428573,4.073308354774888,11.641042091852082,65.85532780613781,36.142857142857146,101.99818494899495,11,0.35200000000000004,0,365,naive
S06,K16,packaged_food,SUP4,3,20,103.5,14.785714285714286,3.3254399466863958,9.50372105954696,53.86086391668982,29.571428571428573,83.43229248811839,5,0.08,0,300,naive
S06,K17,packaged_food,SUP4,3,24,136.75,19.535714285714285,4.426801825575248,12.65128536694273,71.25842822408558,39.07142857142857,110.32985679551415,5,0.036,0,720,naive
S06,K18,packaged_food,SUP4,3,12,85.0,12.142857142857142,2.728786302857056,7.798554257251649,44.22712568582308,24.285714285714285,68.51283997153737,6,0.2016,0,240,naive
S06,K19,packaged_food,SUP4,3,24,171.75,24.535714285714285,5.410058217536272,15.46131791271926,89.06846076986213,49.07142857142857,138.1398893412907,6,0.028800000000000003,0,180,naive
S06,K20,packaged_food,SUP4,3,16,142.25,20.321428571428573,4.824266568755761,13.787193430462573,74.75147914474829,40.642857142857146,115.39433628760543,8,0.128,0,180,naive
S06,K21,beverages,SUP5,2,24,276.25,39.464285714285715,13.116671148925365,30.607127482796926,109.53569891136836,78.92857142857143,227.9285560542255,10,0.144,0,200,naive
S06,K22,beverages,SUP5,2,12,189.75,27.107142857142858,8.091880462370382,18.88201770672701,73.09630342101272,54.214285714285715,154.41773199244128,13,0.18719999999999998,0,180,naive
S06,K23,beverages,SUP5,2,24,318.0,45.42857142857143,14.908977073706126,34.789388004928824,125.64653086207169,90.85714285714286,261.9322451477859,11,0.15839999999999999,0,200,naive
S06,K24,beverages,SUP5,2,6,312.0,44.57142857142857,14.738498002649722,34.39158321118742,123.53444035404456,89.14285714285714,257.24872606833026,40,0.528,0,365,naive
S06,K25,beverages,SUP5,2,24,282.0,40.285714285714285,13.357770393208243,31.169721087682465,111.74114965911103,80.57142857142857,232.59829251625393,10,0.096,0,180,naive
S07,K01,fresh_produce,SUP1,2,6,247.5,35.357142857142854,13.140322450825025,30.66231666945549,101.3766023837412,70.71428571428571,207.44803095516977,35,1.68,0,5,naive
S07,K02,fresh_produce,SUP1,2,6,179.75,25.678571428571427,10.15784032789584,23.702836667615596,75.05997952475845,51.357142857142854,152.09569381047274,26,1.872,0,4,naive
S07,K03,fresh_produce,SUP1,2,8,234.0,33.42857142857143,15.012049328610276,35.02990220323204,101.8870450603749,66.85714285714286,202.17275934608918,26,2.08,0,6,naive
S07,K04,fresh_produce,SUP1,2,6,230.75,32.964285714285715,12.592097835506982,29.38306063720973,95.31163206578117,65.92857142857143,194.20448920863828,33,1.188,0,3,naive
S07,K05,fresh_produce,SUP1,2,6,115.75,16.535714285714285,6.9859794249246985,16.301450301160042,49.372878872588615,33.07142857142857,98.98002172973146,17,1.1219999999999999,0,7,naive
S07,K06,dairy,SUP2,2,12,524.0,74.85714285714286,19.24946693256052,44.917714387391186,194.6320001016769,149.71428571428572,419.2034286731055,35,0.504,1,10,naive
S07,K07,dairy,SUP2,2,12,398.25,56.892857142857146,14.866008769513552,34.68912351333566,148.47483779904996,113.78571428571429,319.15340922762135,27,0.2592,1,12,naive
S07,K08,dairy,SUP2,2,12,407.5,58.214285714285715,15.323221100998484,35.75600671545151,152.18457814402294,116.42857142857143,326.8274352868801,28,0.168,1,14,naive
S07,K09,dairy,SUP2,2,12,234.0,33.42857142857143,8.991211339619529,20.980563480776958,87.83770633791983,66.85714285714286,188.1234206236341,16,0.07680000000000001,1,14,naive
S07,K10,dairy,SUP2,2,12,363.0,51.857142857142854,12.951477770649092,30.221656601442245,133.93594231572794,103.71428571428571,289.5073708871565,25,0.15,1,7,naive
